,n_train,smooth,depth,width,lr,best_epoch,R2,MSE
308,64.0,0.0,2.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
309,64.0,0.0,2.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
310,64.0,0.0,2.0,32.0,0.001,0.0,-1507.496826171875,5161.88720703125
311,64.0,0.0,2.0,32.0,0.01,835.0,0.9735491871833801,0.09051146358251572
312,64.0,0.0,3.0,3.0,0.0001,11394.0,-0.1999509334564209,4.106082439422607
313,64.0,0.0,3.0,3.0,0.001,11535.0,0.9764712452888489,0.08051252365112305
314,64.0,0.0,3.0,3.0,0.01,0.0,-1507.496826171875,5161.88720703125
315,64.0,0.0,3.0,4.0,0.0001,99566.0,-0.36705148220062256,4.677879333496094
316,64.0,0.0,3.0,4.0,0.001,10395.0,0.9784538149833679,0.07372844964265823
317,64.0,0.0,3.0,4.0,0.01,1683.0,0.9979860186576843,0.006891675293445587
318,64.0,0.0,3.0,16.0,0.0001,8214.0,0.9611506462097168,0.13293753564357758
319,64.0,0.0,3.0,16.0,0.001,2518.0,0.9728685021400452,0.09284067153930664
320,64.0,0.0,3.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
321,64.0,0.0,3.0,32.0,0.0001,8761.0,0.9674236178398132,0.11147239059209824
322,64.0,0.0,3.0,32.0,0.001,2748.0,0.9623361825942993,0.12888076901435852
323,64.0,0.0,3.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
324,64.0,0.0,4.0,3.0,0.0001,0.0,-1507.496826171875,5161.88720703125
325,64.0,0.0,4.0,3.0,0.001,4698.0,0.9952243566513062,0.016341691836714745
326,64.0,0.0,4.0,3.0,0.01,0.0,-1507.496826171875,5161.88720703125
327,64.0,0.0,4.0,4.0,0.0001,0.0,-1507.496826171875,5161.88720703125
328,64.0,0.0,4.0,4.0,0.001,4986.0,0.9929313659667969,0.024187957867980003
329,64.0,0.0,4.0,4.0,0.01,1634.0,0.9933369159698486,0.022800207138061523
330,64.0,0.0,4.0,16.0,0.0001,12143.0,0.969323456287384,0.10497132688760757
331,64.0,0.0,4.0,16.0,0.001,0.0,-1507.496826171875,5161.88720703125
332,64.0,0.0,4.0,16.0,0.01,885.0,0.4087355136871338,2.02323317527771
333,64.0,0.0,4.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
334,64.0,0.0,4.0,32.0,0.001,4037.0,0.9116306900978088,0.3023887872695923
335,64.0,0.0,4.0,32.0,0.01,109.0,0.6730711460113525,1.118709683418274
336,64.0,0.001,1.0,3.0,0.0001,0.0,-1507.496826171875,5161.88720703125
337,64.0,0.001,1.0,3.0,0.001,4196.0,0.9983919262886047,0.005502712447196245
338,64.0,0.001,1.0,3.0,0.01,15674.0,-0.3670564889907837,4.677896499633789
339,64.0,0.001,1.0,4.0,0.0001,99786.0,-0.3671015501022339,4.678050518035889
340,64.0,0.001,1.0,4.0,0.001,3786.0,0.9984078407287598,0.005448250100016594
341,64.0,0.001,1.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
342,64.0,0.001,1.0,16.0,0.0001,13881.0,0.9984065890312195,0.005452538374811411
343,64.0,0.001,1.0,16.0,0.001,0.0,-1507.496826171875,5161.88720703125
344,64.0,0.001,1.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
345,64.0,0.001,1.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
346,64.0,0.001,1.0,32.0,0.001,0.0,-1507.496826171875,5161.88720703125
347,64.0,0.001,1.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
348,64.0,0.001,2.0,3.0,0.0001,0.0,-1507.416259765625,5161.61181640625
349,64.0,0.001,2.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
350,64.0,0.001,2.0,3.0,0.01,1573.0,0.9719101190567017,0.09612000733613968
351,64.0,0.001,2.0,4.0,0.0001,18640.0,0.9882888197898865,0.0400741770863533
352,64.0,0.001,2.0,4.0,0.001,0.0,-1507.496826171875,5161.88720703125
353,64.0,0.001,2.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
354,64.0,0.001,2.0,16.0,0.0001,0.0,-1507.496826171875,5161.88720703125
355,64.0,0.001,2.0,16.0,0.001,0.0,-1507.496826171875,5161.88720703125
356,64.0,0.001,2.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
357,64.0,0.001,2.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
358,64.0,0.001,2.0,32.0,0.001,0.0,-1507.496826171875,5161.88720703125
359,64.0,0.001,2.0,32.0,0.01,1211.0,0.9956514835357666,0.014880113303661346
360,64.0,0.001,3.0,3.0,0.0001,19354.0,0.9941955804824829,0.01986198127269745
361,64.0,0.001,3.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
362,64.0,0.001,3.0,3.0,0.01,0.0,-1507.496826171875,5161.88720703125
363,64.0,0.001,3.0,4.0,0.0001,0.0,-1507.496826171875,5161.88720703125
364,64.0,0.001,3.0,4.0,0.001,0.0,-1507.496826171875,5161.88720703125
365,64.0,0.001,3.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
366,64.0,0.001,3.0,16.0,0.0001,7013.0,0.9607701897621155,0.13423946499824524
367,64.0,0.001,3.0,16.0,0.001,3209.0,0.9935554265975952,0.022052623331546783
368,64.0,0.001,3.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
369,64.0,0.001,3.0,32.0,0.0001,10743.0,0.9745802283287048,0.08698327094316483
370,64.0,0.001,3.0,32.0,0.001,6301.0,0.9825816750526428,0.05960337445139885
371,64.0,0.001,3.0,32.0,0.01,1309.0,0.43923521041870117,1.9188671112060547
372,64.0,0.001,4.0,3.0,0.0001,0.0,-1507.496826171875,5161.88720703125
373,64.0,0.001,4.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
374,64.0,0.001,4.0,3.0,0.01,4535.0,0.9736232161521912,0.09025803208351135
375,64.0,0.001,4.0,4.0,0.0001,0.0,-1507.496826171875,5161.88720703125
376,64.0,0.001,4.0,4.0,0.001,7734.0,0.9942717552185059,0.019601356238126755
377,64.0,0.001,4.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
378,64.0,0.001,4.0,16.0,0.0001,7029.0,0.9717584848403931,0.096638984978199
379,64.0,0.001,4.0,16.0,0.001,0.0,-1507.496826171875,5161.88720703125
380,64.0,0.001,4.0,16.0,0.01,4082.0,0.9272173047065735,0.2490532547235489
381,64.0,0.001,4.0,32.0,0.0001,14608.0,0.9872474074363708,0.04363779351115227
382,64.0,0.001,4.0,32.0,0.001,6446.0,0.934913158416748,0.22271907329559326
383,64.0,0.001,4.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
384,64.0,0.01,1.0,3.0,0.0001,0.0,-1507.496826171875,5161.88720703125
385,64.0,0.01,1.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
386,64.0,0.01,1.0,3.0,0.01,0.0,-1507.496826171875,5161.88720703125
387,64.0,0.01,1.0,4.0,0.0001,20626.0,0.9965303540229797,0.01187276840209961
388,64.0,0.01,1.0,4.0,0.001,7691.0,0.972999632358551,0.09239191561937332
389,64.0,0.01,1.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
390,64.0,0.01,1.0,16.0,0.0001,11212.0,0.997705340385437,0.007852018810808659
391,64.0,0.01,1.0,16.0,0.001,4010.0,0.9939579367637634,0.020675113424658775
392,64.0,0.01,1.0,16.0,0.01,704.0,0.9846356511116028,0.05257493257522583
393,64.0,0.01,1.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
394,64.0,0.01,1.0,32.0,0.001,0.0,-1507.496826171875,5161.88720703125
395,64.0,0.01,1.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
396,64.0,0.01,2.0,3.0,0.0001,0.0,-1507.496826171875,5161.88720703125
397,64.0,0.01,2.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
398,64.0,0.01,2.0,3.0,0.01,5303.0,0.9981643557548523,0.006281411275267601
399,64.0,0.01,2.0,4.0,0.0001,99847.0,-0.3673214912414551,4.678802967071533
400,64.0,0.01,2.0,4.0,0.001,10790.0,0.9826368093490601,0.05941469967365265
401,64.0,0.01,2.0,4.0,0.01,149.0,-0.017302989959716797,3.481083869934082
402,64.0,0.01,2.0,16.0,0.0001,0.0,-1507.496826171875,5161.88720703125
403,64.0,0.01,2.0,16.0,0.001,2296.0,0.9925604462623596,0.025457322597503662
404,64.0,0.01,2.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
405,64.0,0.01,2.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
406,64.0,0.01,2.0,32.0,0.001,2793.0,0.9234635233879089,0.2618981897830963
407,64.0,0.01,2.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
408,64.0,0.01,3.0,3.0,0.0001,14318.0,0.9978166818618774,0.007471122313290834
409,64.0,0.01,3.0,3.0,0.001,9957.0,-0.29142332077026367,4.419088840484619
410,64.0,0.01,3.0,3.0,0.01,443.0,-0.36711645126342773,4.678101539611816
411,64.0,0.01,3.0,4.0,0.0001,0.0,-1507.496826171875,5161.88720703125
412,64.0,0.01,3.0,4.0,0.001,0.0,-1507.496826171875,5161.88720703125
413,64.0,0.01,3.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
414,64.0,0.01,3.0,16.0,0.0001,0.0,-1507.496826171875,5161.88720703125
415,64.0,0.01,3.0,16.0,0.001,7055.0,0.9767468571662903,0.07956930249929428
416,64.0,0.01,3.0,16.0,0.01,1228.0,0.706866443157196,1.0030664205551147
417,64.0,0.01,3.0,32.0,0.0001,0.0,-1507.496826171875,5161.88720703125
418,64.0,0.01,3.0,32.0,0.001,0.0,-1507.496826171875,5161.88720703125
419,64.0,0.01,3.0,32.0,0.01,677.0,0.5535551309585571,1.5276786088943481
420,64.0,0.01,4.0,3.0,0.0001,28448.0,-0.3672513961791992,4.678563594818115
421,64.0,0.01,4.0,3.0,0.001,0.0,-1507.496826171875,5161.88720703125
422,64.0,0.01,4.0,3.0,0.01,0.0,-1507.496826171875,5161.88720703125
423,64.0,0.01,4.0,4.0,0.0001,6591.0,-1.3930480480194092,8.188711166381836
424,64.0,0.01,4.0,4.0,0.001,2217.0,0.9499987959861755,0.17109791934490204
425,64.0,0.01,4.0,4.0,0.01,0.0,-1507.496826171875,5161.88720703125
426,64.0,0.01,4.0,16.0,0.0001,15566.0,0.99447101354599,0.018919508904218674
427,64.0,0.01,4.0,16.0,0.001,5109.0,0.9772791266441345,0.07774800807237625
428,64.0,0.01,4.0,16.0,0.01,0.0,-1507.496826171875,5161.88720703125
429,64.0,0.01,4.0,32.0,0.0001,1884.0,0.10807907581329346,3.052042007446289
430,64.0,0.01,4.0,32.0,0.001,1572.0,0.9262242317199707,0.25245141983032227
431,64.0,0.01,4.0,32.0,0.01,0.0,-1507.496826171875,5161.88720703125
432,128.0,0.0,1.0,3.0,0.0001,100000.0,-29.153181076049805,102.44297790527344
433,128.0,0.0,1.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
434,128.0,0.0,1.0,3.0,0.01,0.0,-1514.836181640625,5149.9296875
435,128.0,0.0,1.0,4.0,0.0001,15034.0,0.9787046313285828,0.07234930247068405
436,128.0,0.0,1.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
437,128.0,0.0,1.0,4.0,0.01,1085.0,0.9984164834022522,0.005379783920943737
438,128.0,0.0,1.0,16.0,0.0001,12007.0,0.9897390604019165,0.03486078605055809
439,128.0,0.0,1.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
440,128.0,0.0,1.0,16.0,0.01,1855.0,0.9961000680923462,0.013249719515442848
441,128.0,0.0,1.0,32.0,0.0001,126.0,-171.01646423339844,584.4119262695312
442,128.0,0.0,1.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
443,128.0,0.0,1.0,32.0,0.01,832.0,0.9982524514198303,0.005937081295996904
444,128.0,0.0,2.0,3.0,0.0001,22815.0,0.9954137206077576,0.015581502579152584
445,128.0,0.0,2.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
446,128.0,0.0,2.0,3.0,0.01,4495.0,0.9931842088699341,0.023156164214015007
447,128.0,0.0,2.0,4.0,0.0001,91361.0,-0.00013434886932373047,3.3978748321533203
448,128.0,0.0,2.0,4.0,0.001,4812.0,0.9820984601974487,0.060818932950496674
449,128.0,0.0,2.0,4.0,0.01,0.0,-1514.836181640625,5149.9296875
450,128.0,0.0,2.0,16.0,0.0001,0.0,-1514.836181640625,5149.9296875
451,128.0,0.0,2.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
452,128.0,0.0,2.0,16.0,0.01,0.0,-1514.836181640625,5149.9296875
453,128.0,0.0,2.0,32.0,0.0001,5834.0,0.9845798015594482,0.052388884127140045
454,128.0,0.0,2.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
455,128.0,0.0,2.0,32.0,0.01,0.0,-1514.836181640625,5149.9296875
456,128.0,0.0,3.0,3.0,0.0001,13507.0,0.9975505471229553,0.008321869187057018
457,128.0,0.0,3.0,3.0,0.001,7456.0,0.9967033863067627,0.011199921369552612
458,128.0,0.0,3.0,3.0,0.01,0.0,-1514.836181640625,5149.9296875
459,128.0,0.0,3.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
460,128.0,0.0,3.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
461,128.0,0.0,3.0,4.0,0.01,0.0,-1514.836181640625,5149.9296875
462,128.0,0.0,3.0,16.0,0.0001,16216.0,0.985901415348053,0.047898706048727036
463,128.0,0.0,3.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
464,128.0,0.0,3.0,16.0,0.01,679.0,0.9616591334342957,0.1302599310874939
465,128.0,0.0,3.0,32.0,0.0001,2812.0,0.9512621164321899,0.16558308899402618
466,128.0,0.0,3.0,32.0,0.001,4963.0,0.945397675037384,0.18550701439380646
467,128.0,0.0,3.0,32.0,0.01,0.0,-1514.836181640625,5149.9296875
468,128.0,0.0,4.0,3.0,0.0001,0.0,-1514.836181640625,5149.9296875
469,128.0,0.0,4.0,3.0,0.001,3268.0,-0.00013434886932373047,3.3978748321533203
470,128.0,0.0,4.0,3.0,0.01,4771.0,0.9681593775749207,0.10817588120698929
471,128.0,0.0,4.0,4.0,0.0001,20759.0,0.9979003667831421,0.007133338134735823
472,128.0,0.0,4.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
473,128.0,0.0,4.0,4.0,0.01,399.0,-0.08460557460784912,3.684858798980713
474,128.0,0.0,4.0,16.0,0.0001,0.0,-1514.836181640625,5149.9296875
475,128.0,0.0,4.0,16.0,0.001,2174.0,0.9805486798286438,0.06608430296182632
476,128.0,0.0,4.0,16.0,0.01,0.0,-1514.836181640625,5149.9296875
477,128.0,0.0,4.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
478,128.0,0.0,4.0,32.0,0.001,1271.0,0.9522305727005005,0.1622927486896515
479,128.0,0.0,4.0,32.0,0.01,478.0,0.93938809633255,0.20592398941516876
480,128.0,0.001,1.0,3.0,0.0001,23961.0,0.993897020816803,0.020734285935759544
481,128.0,0.001,1.0,3.0,0.001,4513.0,0.998359739780426,0.005572737660259008
482,128.0,0.001,1.0,3.0,0.01,3204.0,0.9942905902862549,0.019397327676415443
483,128.0,0.001,1.0,4.0,0.0001,194.0,-288.10650634765625,982.2157592773438
484,128.0,0.001,1.0,4.0,0.001,2863.0,-0.5066632032394409,5.118765354156494
485,128.0,0.001,1.0,4.0,0.01,1155.0,0.9981395602226257,0.006320639979094267
486,128.0,0.001,1.0,16.0,0.0001,9700.0,0.997522234916687,0.008418007753789425
487,128.0,0.001,1.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
488,128.0,0.001,1.0,16.0,0.01,2039.0,0.9940826892852783,0.020103588700294495
489,128.0,0.001,1.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
490,128.0,0.001,1.0,32.0,0.001,1196.0,0.9937462210655212,0.021246664226055145
491,128.0,0.001,1.0,32.0,0.01,564.0,0.9785534739494324,0.07286285609006882
492,128.0,0.001,2.0,3.0,0.0001,0.0,-1514.836181640625,5149.9296875
493,128.0,0.001,2.0,3.0,0.001,10783.0,0.9935184717178345,0.02202044427394867
494,128.0,0.001,2.0,3.0,0.01,0.0,-1514.836181640625,5149.9296875
495,128.0,0.001,2.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
496,128.0,0.001,2.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
497,128.0,0.001,2.0,4.0,0.01,683.0,0.9971357583999634,0.009731000289320946
498,128.0,0.001,2.0,16.0,0.0001,8120.0,0.995542049407959,0.015145541168749332
499,128.0,0.001,2.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
500,128.0,0.001,2.0,16.0,0.01,314.0,0.9660575985908508,0.1153164729475975
501,128.0,0.001,2.0,32.0,0.0001,6437.0,0.9892382025718689,0.03656230866909027
502,128.0,0.001,2.0,32.0,0.001,1388.0,0.9859680533409119,0.047672342509031296
503,128.0,0.001,2.0,32.0,0.01,0.0,-1514.83544921875,5149.92724609375
504,128.0,0.001,3.0,3.0,0.0001,17545.0,0.9931352734565735,0.023322269320487976
505,128.0,0.001,3.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
506,128.0,0.001,3.0,3.0,0.01,925.0,0.9983628988265991,0.0055618248879909515
507,128.0,0.001,3.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
508,128.0,0.001,3.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
509,128.0,0.001,3.0,4.0,0.01,5472.0,0.9892128109931946,0.03664867952466011
510,128.0,0.001,3.0,16.0,0.0001,8767.0,0.9655287861824036,0.11711321771144867
511,128.0,0.001,3.0,16.0,0.001,10053.0,0.9933424592018127,0.022618530318140984
512,128.0,0.001,3.0,16.0,0.01,550.0,0.98992520570755,0.03422824293375015
513,128.0,0.001,3.0,32.0,0.0001,7335.0,0.9738379716873169,0.0888834223151207
514,128.0,0.001,3.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
515,128.0,0.001,3.0,32.0,0.01,323.0,0.41784054040908813,1.9778392314910889
516,128.0,0.001,4.0,3.0,0.0001,0.0,-1514.836181640625,5149.9296875
517,128.0,0.001,4.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
518,128.0,0.001,4.0,3.0,0.01,3072.0,0.8817886114120483,0.4016135334968567
519,128.0,0.001,4.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
520,128.0,0.001,4.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
521,128.0,0.001,4.0,4.0,0.01,0.0,-1514.836181640625,5149.9296875
522,128.0,0.001,4.0,16.0,0.0001,0.0,-1514.836181640625,5149.9296875
523,128.0,0.001,4.0,16.0,0.001,1169.0,0.9282139539718628,0.24388723075389862
524,128.0,0.001,4.0,16.0,0.01,0.0,-1514.836181640625,5149.9296875
525,128.0,0.001,4.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
526,128.0,0.001,4.0,32.0,0.001,3120.0,0.8808407187461853,0.40483400225639343
527,128.0,0.001,4.0,32.0,0.01,1755.0,0.8299345970153809,0.5777832865715027
528,128.0,0.01,1.0,3.0,0.0001,0.0,-1514.836181640625,5149.9296875
529,128.0,0.01,1.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
530,128.0,0.01,1.0,3.0,0.01,0.0,-1514.836181640625,5149.9296875
531,128.0,0.01,1.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
532,128.0,0.01,1.0,4.0,0.001,96.0,-70.96442413330078,244.49327087402344
533,128.0,0.01,1.0,4.0,0.01,7814.0,0.9826935529708862,0.05879722535610199
534,128.0,0.01,1.0,16.0,0.0001,14050.0,0.9946481585502625,0.018182432278990746
535,128.0,0.01,1.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
536,128.0,0.01,1.0,16.0,0.01,0.0,-1514.836181640625,5149.9296875
537,128.0,0.01,1.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
538,128.0,0.01,1.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
539,128.0,0.01,1.0,32.0,0.01,0.0,-1514.836181640625,5149.9296875
540,128.0,0.01,2.0,3.0,0.0001,1962.0,-143.5434112548828,491.074462890625
541,128.0,0.01,2.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
542,128.0,0.01,2.0,3.0,0.01,1017.0,0.9984884858131409,0.0051352353766560555
543,128.0,0.01,2.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
544,128.0,0.01,2.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
545,128.0,0.01,2.0,4.0,0.01,0.0,-1514.836181640625,5149.9296875
546,128.0,0.01,2.0,16.0,0.0001,5909.0,0.9909507632255554,0.03074398823082447
547,128.0,0.01,2.0,16.0,0.001,5928.0,0.9736884832382202,0.08939114958047867
548,128.0,0.01,2.0,16.0,0.01,3775.0,0.9191725254058838,0.27460479736328125
549,128.0,0.01,2.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
550,128.0,0.01,2.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
551,128.0,0.01,2.0,32.0,0.01,2000.0,0.8790048360824585,0.411071240901947
552,128.0,0.01,3.0,3.0,0.0001,100000.0,-26.864791870117188,94.6683578491211
553,128.0,0.01,3.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
554,128.0,0.01,3.0,3.0,0.01,2549.0,-0.00013458728790283203,3.3978755474090576
555,128.0,0.01,3.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
556,128.0,0.01,3.0,4.0,0.001,0.0,-1514.836181640625,5149.9296875
557,128.0,0.01,3.0,4.0,0.01,1030.0,0.9881495833396912,0.04026080295443535
558,128.0,0.01,3.0,16.0,0.0001,10605.0,0.9409548044204712,0.20060132443904877
559,128.0,0.01,3.0,16.0,0.001,0.0,-1514.836181640625,5149.9296875
560,128.0,0.01,3.0,16.0,0.01,885.0,0.9852656722068787,0.05005865916609764
561,128.0,0.01,3.0,32.0,0.0001,0.0,-1514.836181640625,5149.9296875
562,128.0,0.01,3.0,32.0,0.001,4414.0,0.9834791421890259,0.05612828582525253
563,128.0,0.01,3.0,32.0,0.01,0.0,-1514.836181640625,5149.9296875
564,128.0,0.01,4.0,3.0,0.0001,0.0,-1514.836181640625,5149.9296875
565,128.0,0.01,4.0,3.0,0.001,0.0,-1514.836181640625,5149.9296875
566,128.0,0.01,4.0,3.0,0.01,0.0,-1514.836181640625,5149.9296875
567,128.0,0.01,4.0,4.0,0.0001,0.0,-1514.836181640625,5149.9296875
568,128.0,0.01,4.0,4.0,0.001,1987.0,-0.9300262928009033,6.557106971740723
569,128.0,0.01,4.0,4.0,0.01,0.0,-1514.836181640625,5149.9296875
570,128.0,0.01,4.0,16.0,0.0001,3922.0,-0.19271183013916016,4.052141189575195
571,128.0,0.01,4.0,16.0,0.001,2823.0,0.8036806583404541,0.6669788956642151
572,128.0,0.01,4.0,16.0,0.01,936.0,0.5978072881698608,1.3664168119430542
573,128.0,0.01,4.0,32.0,0.0001,8154.0,0.896186888217926,0.35269662737846375
574,128.0,0.01,4.0,32.0,0.001,0.0,-1514.836181640625,5149.9296875
575,128.0,0.01,4.0,32.0,0.01,1752.0,0.8120907545089722,0.6384063959121704
