ahu_supply_temp,thermostat_room_temp,room_temp,thermostat_outside_temp,supply_discharge_temp,setpoint,setpoint_max,setpoint_min,clg_sp_current,htg_sp_current,htg_valve_position,htg_valve_command,airflow_desired,airflow_current,airflow_max,airflow_min,damper_position,damper_command,damper_integral_factor,htg_signal,clg_signal,htg_clg_mode,occupied_status
64.59999847,69,69.20000458,45,67,71.5,85,55,76.5,70.5,15.68421078,16.46224976,800,62,1060,800,100,100,0.056833062,41.52357483,0,1,active
64.70000458,69,69.20000458,45,69.40000153,71.5,85,55,76.5,70.5,15.68421078,18.60507393,800,62,1060,800,100,100,0.056833062,43.02355194,0,1,active
64.59999847,69,69.09999847,45,75.59999847,71.5,85,55,76.5,70.5,16.94736862,20.7478981,800,50,1060,800,100,100,0.057635222,44.52352905,0,1,active
64.70000458,69,69,45,80.30000305,71.5,85,55,76.5,70.5,20.94736862,22.89072227,800,41,1060,800,100,100,0.058236845,46.02350616,0,1,active
64.80000305,69,69.20000458,45,82.90000153,71.5,85,55,76.5,70.5,24,25.03355026,800,44,1060,800,100,100,0.058036309,47.52348328,0,1,active
64.90000153,69,69.20000458,45,84.59999847,71.5,85,55,76.5,70.5,24,27.17637253,800,50,1060,800,100,100,0.057635222,49.02346039,0,1,active
65,69,69.20000458,45,85.40000153,71.5,85,55,76.5,70.5,29.2631588,29.3191967,800,50,1060,800,100,100,0.057635222,50.54843903,0,1,active
65.09999847,69,69.20000458,45,87.09999847,71.5,85,55,76.5,70.5,29.2631588,31.56915855,800,50,1060,800,100,100,0.057635222,52.09841156,0,1,active
65.09999847,69,69.20000458,45,88.09999847,71.5,85,55,76.5,70.5,29.2631588,33.60484314,800,59,1060,800,100,100,0.057033606,53.52339172,0,1,active
65.30000305,69,69.20000458,45,89.59999847,71.5,85,55,76.5,70.5,34.5263176,35.74766922,800,50,1060,800,100,100,0.057635222,55.02336884,0,1,active
65.30000305,69,69.30000305,46,92,71.5,85,55,76.5,70.5,34.5263176,37.8904953,800,56,1060,800,100,100,0.057234142,56.52334595,0,1,active
65.20000458,69,69.30000305,46,92.90000153,71.5,85,55,76.5,70.5,39.68421173,40.03331757,800,41,1060,800,100,100,0.058236845,58.02332306,0,1,active
65.5,69,69.30000305,46,97.20000458,71.5,85,55,76.5,70.5,39.68421173,42.17614365,800,0,1060,800,100,100,0.060000002,59.52330017,0,1,active
65.30000305,69,69.40000153,46,102.0999985,70,85,55,75,69,39.05263138,18.40230751,800,0,1060,800,100,100,0.060000002,42.88161469,0,1,active
65.40000153,69,69.40000153,46,98.70000458,70,85,55,75,69,15.05263138,18.28326607,800,0,1060,800,100,100,0.060000002,42.79828644,0,1,active
65.40000153,69.5,69.5,46,93.09999847,70,85,55,75,69,13.3684206,9.402313232,800,0,1060,800,100,100,0.060000002,36.58161926,0,1,active
65.30000305,69.5,69.5,46,90.30000305,70,85,55,75,69,13.78947353,8.997563362,800,0,1060,800,100,100,0.060000002,36.28995514,0,1,active
65.09999847,69,69.40000153,46,88.90000153,70,85,55,75,69,12.31578922,17.11661148,800,0,1060,800,100,100,0.060000002,41.98162842,0,1,active
64.90000153,69.5,69.5,46,88.20000458,70,85,55,75,69,12.31578922,7.842811108,800,0,1060,800,100,100,0.060000002,35.48996735,0,1,active
65,69.5,69.59999847,46,87.40000153,70,85,55,75,69,7.157894611,7.128535748,800,0,1060,800,100,100,0.060000002,34.98997498,0,1,active
64.70000458,69.5,69.5,46,81,70,85,55,75,69,7.157894611,6.414261341,800,0,1060,800,100,100,0.060000002,40.4899826,0,1,active
64.59999847,69.5,69.59999847,46,75.09999847,70,85,55,75,69,7.263157845,5.699985981,800,0,1060,800,100,100,0.060000002,33.98999023,0,1,active
64.59999847,69.5,69.5,46,71.70000458,70,85,55,75,69,7.263157845,4.99762392,800,0,1060,800,100,100,0.060000002,33.48999786,0,1,active
64.80000305,69.5,69.59999847,46,70.30000305,70,85,55,75,69,7.263157845,4.271436214,800,0,1060,800,100,100,0.060000002,32.99000549,0,1,active
64.80000305,69.5,69.59999847,46,69.30000305,70,85,55,75,69,7.263157845,3.55716157,800,0,1060,800,100,100,0.060000002,32.49001312,0,1,active
64.80000305,69.5,69.59999847,46,68.70000458,70,85,55,75,69,7.263157845,2.842886686,800,0,1060,800,100,100,0.060000002,31.99002075,0,1,active
65.09999847,69.5,69.5,46,68.40000153,70,85,55,75,69,2.210526228,2.128612041,800,0,1060,800,100,100,0.060000002,31.49002838,0,1,active
65,69.5,69.5,46,68,70,85,55,75,69,2.210526228,1.414337158,800,0,1060,800,100,100,0.060000002,30.99003601,0,1,active
65.09999847,69,69.40000153,46,67.80000305,70,85,55,75,69,3.473684311,0.723876953,800,0,1060,800,100,100,0.060000002,36.50671387,0,1,active
65.30000305,69.5,69.5,46,67.90000153,70,85,55,75,69,4.3157897,0.140555248,800,0,1060,800,100,100,0.060000002,30.09838867,0,1,active
65.5,69.5,69.5,46,67.80000305,70,85,55,75,69,0,0,800,0,1060,800,100,100,0.060000002,29.6150589,0,1,active
65.30000305,69,69.5,45,67.70000458,70,85,55,75,69,5.473684311,0,800,0,1060,800,100,100,0.060000002,35.44839478,0,1,active
65.5,69,69.30000305,45,67.40000153,70,85,55,75,69,3.684210539,7.735803127,800,32,1060,800,100,100,0.058838468,35.41506195,0,1,active
65.20000458,69,69.30000305,46,67.30000305,70,85,55,75,69,3.684210539,7.735803127,800,35,1060,800,100,100,0.058637924,35.41506195,0,1,active
65.30000305,69,69.20000458,46,67.20000458,70,85,55,75,69,3.684210539,7.735803127,800,32,1060,800,100,100,0.058838468,35.41506195,0,1,active
65.30000305,69,69.30000305,46,67.20000458,70,85,55,75,69,3.684210539,7.735803127,800,32,1060,800,100,100,0.058838468,35.41506195,0,1,active
65.09999847,69,69.30000305,46,67,70,85,55,75,69,3.684210539,7.735803127,800,32,1060,800,100,100,0.058838468,35.41506195,0,1,active
65,69,69.30000305,46,67.09999847,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65.09999847,69,69.20000458,46,67.09999847,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65.20000458,69,69.20000458,46,67,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65.09999847,69,69.20000458,46,66.80000305,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65.09999847,69,69.09999847,46,66.70000458,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65,69,69,46,66.59999847,70,85,55,75,69,3.684210539,7.735803127,800,0,1060,800,100,100,0.060000002,35.41506195,0,1,active
65.09999847,69,69,46,66.5,71,85,55,76,70,6,24.95009422,800,0,1060,800,100,100,0.060000002,47.465065,0,1,active
64.90000153,69,69,46,69.30000305,71,85,55,76,70,25.78947449,26.36673164,800,56,1060,800,100,100,0.057234142,48.45671082,0,1,active
65.09999847,69,69,46,79,71,85,55,76,70,32,27.92623329,800,56,1060,800,100,100,0.057234142,49.54836273,0,1,active
64.90000153,69,69,46,87.5,71,85,55,76,70,34.10526276,29.58097076,800,50,1060,800,100,100,0.057635222,50.7066803,0,1,active
65.09999847,69,69,46,93.09999847,71,85,55,76,70,34.84210587,31.28331757,800,50,1060,800,100,100,0.057635222,51.89832306,0,1,active
65.09999847,69,69,46,96.5,71,85,55,76,70,34.84210587,32.71186829,800,53,1060,800,100,100,0.057434678,52.8983078,0,1,active
65,69,69.09999847,46,97.5,71,85,55,76,70,34.84210587,34.14041901,800,56,1060,800,100,100,0.057234142,53.89829254,0,1,active
65,69,69.20000458,46,97.70000458,71,85,55,76,70,34.84210587,35.56896591,800,56,1060,800,100,100,0.057234142,54.89827728,0,1,active
64.90000153,69,69.20000458,46,97.59999847,71,85,55,76,70,34.84210587,36.99751663,800,56,1060,800,100,100,0.057234142,55.89826202,0,1,active
64.90000153,69,69.09999847,46,97.20000458,71,85,55,76,70,34.84210587,38.42606735,800,56,1060,800,100,100,0.057234142,56.91491699,0,1,active
64.90000153,69,69.09999847,46,96.80000305,71,85,55,76,70,34.84210587,39.83081436,800,59,1060,800,100,100,0.057033606,57.89823151,0,1,active
65.09999847,69,69.20000458,46,98.70000458,71,85,55,76,70,40,41.28318787,800,59,1060,800,100,100,0.057033606,58.89823151,0,1,active
65,69,69.20000458,46,99.59999847,71,85,55,76,70,40,42.71176147,800,65,1060,800,100,100,0.056632519,59.9148941,0,1,active
64.90000153,69,69.30000305,46,99.5,71,85,55,76,70,40,44.11651611,800,62,1060,800,100,100,0.056833062,60.89823151,0,1,active
65.09999847,69,69.30000305,46,99.70000458,71,85,55,76,70,45.15789413,45.56890488,800,68,1060,800,100,100,0.056431975,61.89823151,0,1,active
65.09999847,69,69.30000305,46,104.4000015,71,85,55,76,70,45.15789413,46.99746323,800,59,1060,800,100,100,0.057033606,62.89822388,0,1,active
65,69,69.30000305,46,109.9000015,71,85,55,76,70,45.15789413,48.40223694,800,62,1060,800,100,100,0.056833062,63.89822388,0,1,active
65,69,69.40000153,46,113.3000031,71,85,55,76,70,45.15789413,49.85460663,800,59,1060,800,100,100,0.056833062,64.9148941,0,1,active
65,69.5,69.5,46,115,71,85,55,76,70,49.57894897,42.67603302,800,59,1060,800,100,100,0.057033606,65.87322235,0,1,active
64.90000153,69,69.40000153,46,115.4000015,71,85,55,76,70,47.78947449,52.49745178,800,56,1060,800,100,100,0.057234142,66.76487732,0,1,active
64.90000153,69,69.30000305,46,115,71,85,55,76,70,49.4736824,45.04504776,800,68,1060,800,100,100,0.056431975,67.54820251,0,1,active
65,69.5,69.5,46,113.4000015,71,85,55,76,70,49.4736824,45.85455704,800,68,1060,800,100,100,0.056431975,68.10652161,0,1,active
65.09999847,69.5,69.59999847,46,112.5999985,71,85,55,76,70,49.4736824,46.56883621,800,62,1060,800,100,100,0.056833062,62.60651398,0,1,active
65.09999847,69.5,69.59999847,46,112.0999985,71,85,55,76,70,49.4736824,47.29501343,800,62,1060,800,100,100,0.056833062,63.10650635,0,1,active
65,69.5,69.59999847,46,111.7000046,71,85,55,76,70,49.4736824,47.99738312,800,71,1060,800,100,100,0.056231439,63.60649872,0,1,active
65.09999847,69.5,69.59999847,46,111,71,85,55,76,70,49.4736824,48.72356033,800,71,1060,800,100,100,0.056231439,64.10649109,0,1,active
65,69.5,69.80000305,46,109.9000015,71,85,55,76,70,49.4736824,49.43783951,800,71,1060,800,100,100,0.056231439,64.60648346,0,1,active
65.09999847,69.5,69.80000305,46,109.0999985,71,85,55,76,70,49.4736824,50.15211105,800,74,1060,800,100,100,0.056030903,65.10647583,0,1,active
65.09999847,69.5,69.80000305,46,108.3000031,71,85,55,76,70,49.4736824,50.86638641,800,68,1060,800,100,100,0.056431975,65.6064682,0,1,active
65.20000458,69.5,69.80000305,46,107.7000046,71,85,55,76,70,49.4736824,51.56875992,800,68,1060,800,100,100,0.056431975,66.10646057,0,1,active
65.30000305,69.5,69.80000305,46,106.9000015,70.5,85,55,75.5,69.5,47.78947449,43.6996994,800,77,1060,800,100,100,0.055830359,60.58979034,0,1,active
65.20000458,69.5,69.80000305,46,104.8000031,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,80,1060,800,100,100,0.055629816,60.58979034,0,1,active
65.09999847,69.5,69.90000153,46,103.4000015,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,71,1060,800,100,100,0.056231439,60.58979034,0,1,active
65.20000458,69.5,69.80000305,46,103.0999985,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,77,1060,800,100,100,0.055830359,60.58979034,0,1,active
65.30000305,69.5,69.80000305,46,106.7000046,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,77,1060,800,100,100,0.055830359,60.58979034,0,1,active
65.30000305,69.5,69.80000305,46,110.8000031,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,74,1060,800,100,100,0.056030903,60.58979034,0,1,active
65.30000305,69.5,69.80000305,46,112.8000031,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,71,1060,800,100,100,0.056231439,60.58979034,0,1,active
65.20000458,69.5,69.90000153,45,113,70.5,85,55,75.5,69.5,43.68421173,43.6996994,800,68,1060,800,100,100,0.056431975,60.58979034,0,1,active
65.30000305,70,70,45,112.0999985,70.5,85,55,75.5,69.5,40,35.05683899,800,68,1060,800,100,100,0.056431975,54.53978729,0,1,active
65.30000305,69.5,69.90000153,45,109.5,70.5,85,55,75.5,69.5,38.94736862,43.41399002,800,71,1060,800,100,100,0.056231439,60.3897934,0,1,active
65.30000305,69.5,69.90000153,45,106.3000031,70.5,85,55,75.5,69.5,38.94736862,43.16399765,800,71,1060,800,100,100,0.056231439,60.21479797,0,1,active
65.20000458,69.5,70,45,104.9000015,70.5,85,55,75.5,69.5,38.94736862,42.85447311,800,68,1060,800,100,100,0.056431975,53.9981308,0,1,active
65.30000305,70,70,45,104.0999985,70.5,85,55,75.5,69.5,37.4736824,33.85447693,800,74,1060,800,100,100,0.056030903,53.69813538,0,1,active
65.09999847,70,70,45,102.5999985,70.5,85,55,75.5,69.5,37.4736824,33.30687332,800,74,1060,800,100,100,0.056030903,53.31481171,0,1,active
65.09999847,70,70,46,102,70.5,85,55,75.5,69.5,37.4736824,32.60450363,800,83,1060,800,100,100,0.055429272,52.81481934,0,1,active
65.20000458,70,70.09999847,46,100.4000015,70.5,85,55,75.5,69.5,32.42105103,31.87832451,800,74,1060,800,100,100,0.056030903,52.31482697,0,1,active
65.09999847,70,69.90000153,46,98.40000153,70.5,85,55,75.5,69.5,32.5263176,31.16404915,800,74,1060,800,100,100,0.056030903,51.81483459,0,1,active
65.09999847,70,70.09999847,46,97.40000153,70.5,85,55,75.5,69.5,32.63158035,30.46167755,800,71,1060,800,100,100,0.056231439,51.32317352,0,1,active
65.30000305,70,70.20000458,46,96.90000153,70.5,85,55,75.5,69.5,32.63158035,29.74740219,800,86,1060,800,100,100,0.055228736,50.82318115,0,1,active
65.09999847,70,70.09999847,46,96.70000458,70.5,85,55,75.5,69.5,32.63158035,29.03312683,800,74,1060,800,100,100,0.056030903,50.32318878,0,1,active
65.30000305,70,70.09999847,46,96.20000458,70.5,85,55,75.5,69.5,32.63158035,28.31885338,800,71,1060,800,100,100,0.056231439,49.82319641,0,1,active
65.20000458,70,70.09999847,46,95.5,70.5,85,55,75.5,69.5,30.7368412,27.61648941,800,83,1060,800,100,100,0.055429272,49.32320404,0,1,active
65.20000458,70,70.20000458,46,93.5,70.5,85,55,75.5,69.5,27.57894707,26.89030457,800,80,1060,800,100,100,0.055629816,48.82321167,0,1,active
65.30000305,70,70.20000458,46,91.90000153,70.5,85,55,75.5,69.5,27.57894707,26.16412544,800,89,1060,800,100,100,0.0550282,48.314888,0,1,active
65.09999847,70,70.09999847,46,91,70.5,85,55,75.5,69.5,27.57894707,25.46175575,800,83,1060,800,100,100,0.055429272,47.82322693,0,1,active
65.09999847,70,70.09999847,46,90.90000153,70.5,85,55,75.5,69.5,27.57894707,24.74748039,800,83,1060,800,100,100,0.055429272,47.31490326,0,1,active
65.09999847,70,70,46,93.09999847,70.5,85,55,75.5,69.5,27.57894707,24.03320313,800,77,1060,800,100,100,0.055830359,46.82324219,0,1,active
65.09999847,70,70.09999847,46,95.40000153,70.5,85,55,75.5,69.5,27.57894707,23.34274292,800,80,1060,800,100,100,0.055629816,46.33158875,0,1,active
65.20000458,70,70,46,96.59999847,70.5,85,55,75.5,69.5,27.57894707,22.61655617,800,80,1060,800,100,100,0.055629816,45.83158875,0,1,active
65,70,70,46,95,70.5,85,55,75.5,69.5,22.52631569,21.91418266,800,77,1060,800,100,100,0.055830359,45.33992767,0,1,active
65.09999847,70,70,46,93.59999847,73.5,85,55,78.5,72.5,24.52631569,72.75940704,800,83,1060,800,100,100,0.055429272,80.97325134,0,1,active
65.20000458,70,70,47,103.7000046,73.5,85,55,78.5,72.5,76.21052551,76.34273529,800,77,1060,800,100,100,0.055830359,83.43991852,0,1,active
65,70,70,47,114.3000031,73.5,85,55,78.5,72.5,77.15789795,79.85462189,800,74,1060,800,100,100,0.056030903,85.93990326,0,1,active
65.20000458,70,70,47,117.7000046,73.5,85,55,78.5,72.5,82.63157654,83.48555756,800,74,1060,800,100,100,0.056030903,88.48155975,0,1,active
65.09999847,70,70.09999847,47,118.8000031,73.5,85,55,78.5,72.5,83.57894897,86.99740601,800,74,1060,800,100,100,0.056030903,90.93984985,0,1,active
65.20000458,70,70,47,118.8000031,73.5,85,55,78.5,72.5,88.94736481,90.6282959,800,68,1060,800,100,100,0.056431975,93.43981171,0,1,active
65.09999847,70,70.09999847,47,118.0999985,73.5,85,55,78.5,72.5,93.78947449,94.19968414,800,74,1060,800,100,100,0.056030903,95.93977356,0,1,active
65.20000458,70,70.09999847,47,117.4000015,73.5,85,55,78.5,72.5,95.26316071,97.71154022,800,74,1060,800,100,100,0.056030903,98.43973541,0,1,active
65,70,70.09999847,47,116.7000046,73.5,85,55,78.5,72.5,100,100,800,74,1060,800,100,100,0.056030903,100,0,1,active
65.09999847,70,70.09999847,47,116.2000046,73.5,85,55,78.5,72.5,100,100,800,77,1060,800,100,100,0.055830359,100,0,1,active
65,70,70.09999847,46,115.5999985,73.5,85,55,78.5,72.5,100,100,800,74,1060,800,100,100,0.056030903,100,0,1,active
65.09999847,70,70.09999847,46,115,73.5,85,55,78.5,72.5,100,100,800,71,1060,800,100,100,0.056231439,100,0,1,active
65.09999847,70,70.20000458,46,114.3000031,73.5,85,55,78.5,72.5,100,100,800,74,1060,800,100,100,0.056030903,100,0,1,active
