time,thermostat_room_temp,room_temp,thermostat_outside_temp,supply_discharge_temp,ahu_supply_temp,setpoint,setpoint_max,setpoint_min,clg_sp_current,htg_sp_current,clg_sp_offset,htg_sp_offset,occupied_clg_sp,occupied_htg_sp,unoccupied_clg_sp,unoccupied_htg_sp,htg_valve_position,htg_valve_command,airflow_desired,airflow_current,airflow_max,airflow_min,damper_position,damper_command,damper_integral_factor,htg_signal,clg_signal,htg_clg_mode,occupied_status,airflow_current_smooth,room_temp_smooth,supply_discharge_temp_smooth,thermostat_outside_temp_smooth,sensible_heat_in,sensible_heat_room,sensible_heat_in_smooth,sensible_heat_room_smooth,thermostat_room_temp_ave,room_temp_ave,thermostat_outside_temp_ave,supply_discharge_temp_ave,ahu_supply_temp_ave,htg_valve_position_ave,htg_valve_command_ave,airflow_desired_ave,airflow_current_ave,damper_position_ave,damper_command_ave,damper_integral_factor_ave,htg_signal_ave,clg_signal_ave,airflow_current_smooth_ave,room_temp_smooth_ave,supply_discharge_temp_smooth_ave,thermostat_outside_temp_smooth_ave,sensible_heat_in_ave,sensible_heat_room_ave,sensible_heat_in_smooth_ave,sensible_heat_room_smooth_ave
2021-04-24T08:12:00.0,69.0,69.3,50.0,66.4,55.0,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,24.8421058654785,28.0332717895508,568.199584960937,498.0,1000.0,400.0,86.2105255126953,86.7091064453125,0.0158399995416403,28.0332717895508,0.0,true,true,489.19999999999993,69.29142857142853,65.65428571428568,49.99999999999999,33067.200000000004,34511.4,32118.076571428548,33897.36685714283,69.0,69.3,50.0,62.5,55.0,24.8421058654785,27.03328704833985,562.1997070312495,468.0,85.57894515991211,85.80615615844725,0.015480000525713,27.03328704833985,0.0,474.9999999999999,69.30857142857138,62.748571428571395,49.99999999999999,29367.0,32432.4,29846.83257142855,32921.32799999997
2021-04-24T08:14:00.0,69.0,69.3,50.0,75.2,54.7,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,30.0,32.0332107543945,592.199279785156,558.0,1000.0,400.0,88.1052627563477,88.0889511108398,0.0172799993306398,32.0332107543945,0.0,true,true,546.1999999999999,69.29999999999995,75.50857142857139,49.99999999999999,41961.6,38669.4,41242.78171428569,37851.65999999997,69.0,69.3,50.0,73.6,54.75,30.0,31.0332260131836,586.1993713378905,547.0,87.7894744873047,87.94351577758785,0.01691999938338995,31.049892425537102,0.0,532.8999999999999,69.29999999999995,73.65142857142854,49.99999999999999,40276.8,37907.1,39273.546285714256,36929.96999999997
2021-04-24T08:16:00.0,69.0,69.3,50.0,79.6,54.7,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,35.2631568908691,36.0331497192383,616.198913574219,571.0,1000.0,400.0,88.7368392944336,88.8077163696289,0.0180000010877848,36.0331497192383,0.0,true,true,578.5999999999999,69.29142857142853,79.7371428571428,49.99999999999999,45451.6,39570.299999999996,46135.910857142815,40092.02057142854,69.0,69.3,50.0,78.9,54.75,32.63157844543455,35.03316497802735,610.198974609375,569.5,88.42105102539065,88.44833374023435,0.0180000001564622,35.03316497802735,0.0,571.5999999999999,69.29571428571424,78.86142857142852,49.99999999999999,44934.6,39466.35,45083.322571428536,39609.400285714255
2021-04-24T08:18:00.0,69.0,69.4,50.0,80.4,54.4,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,35.2631568908691,39.9664077758789,639.798400878906,606.0,1000.0,400.0,90.0,89.9062652587891,0.0180000010877848,39.9664077758789,0.0,true,true,598.1999999999999,69.42571428571425,80.4428571428571,50.19999999999999,48722.4,42056.4,48120.917142857106,41530.46228571426,69.0,69.35,50.0,80.45,54.3,35.2631568908691,38.999763488769545,633.99853515625,598.0,89.68421173095706,89.75305938720706,0.0180000010877848,38.999763488769545,0.0,593.8,69.36714285714282,80.41142857142853,50.099999999999994,48108.7,41471.7,47748.44457142853,41190.46714285712
2021-04-24T08:20:00.0,69.5,69.6,51.0,80.3,54.6,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,36.9473686218262,61.0829010009766,766.497375488281,612.0,1000.0,400.0,90.0,89.9652786254883,0.0180000010877848,61.0829010009766,0.0,true,true,637.9999999999999,69.59999999999995,81.6371428571428,50.599999999999994,49143.6,42595.2,52084.4971428571,44404.79999999996,69.5,69.6,50.5,80.25,54.5,36.36842155456545,48.32043075561525,689.9225769042965,612.0,90.0,89.9357719421387,0.0180000010877848,48.32043075561525,0.0,625.9999999999999,69.5785714285714,80.68285714285709,50.49999999999999,49113.0,42595.2,50518.919999999955,43556.44285714282
2021-04-24T08:22:00.0,69.5,69.8,51.0,89.4,54.7,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,62.315788269043,67.0828094482422,802.496887207031,710.0,1000.0,400.0,95.684211730957,95.928581237793,0.0180000010877848,67.0828094482422,0.0,true,true,700.9999999999999,69.75714285714281,89.72571428571425,50.999999999999986,63474.00000000001,49558.0,62897.725714285676,48899.7571428571,69.5,69.69999999999999,51.0,88.0,54.75,62.315788269043,65.58283233642581,793.4970092773435,680.0,94.4210548400879,94.6771049499512,0.0180000010877848,65.58283233642581,0.0,684.3,69.69999999999996,87.59714285714281,50.89999999999999,59882.0,47399.0,59978.27199999996,47696.66428571424
2021-04-24T08:24:00.0,70.0,70.1,51.0,94.7,55.2,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,67.684211730957,67.0827178955078,802.496276855469,779.0,1000.0,400.0,97.5789489746094,97.8527526855469,0.0180000010877848,67.0827178955078,0.0,true,true,765.3999999999999,70.10857142857138,94.28857142857139,50.999999999999986,73771.3,54607.899999999994,72168.47257142853,53661.10057142853,69.75,70.0,51.0,93.45,54.95,67.684211730957,68.5827407836914,811.4964294433595,766.5,97.5789489746094,97.7227783203125,0.0180000010877848,68.5827407836914,0.0,750.5999999999999,70.0171428571428,93.35999999999996,50.999999999999986,71645.05,53656.25,70089.75885714282,52556.22057142852
2021-04-24T08:26:00.0,70.0,70.3,51.0,91.6,55.1,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,73.0526351928711,73.0826263427734,838.495727539063,798.0,1000.0,400.0,98.2105255126953,98.3790817260742,0.0180000010877848,73.0826263427734,0.0,true,true,799.9999999999999,70.35999999999996,91.76285714285709,50.999999999999986,73096.79999999999,56099.399999999994,73410.28571428565,56287.999999999956,70.0,70.3,51.0,92.75,55.0,70.36842346191405,71.582649230957,829.4958801269535,792.0,97.89473724365234,98.11591720581055,0.0180000010877848,71.582649230957,0.0,793.3999999999999,70.30428571428567,92.82285714285709,50.999999999999986,73451.1,55677.59999999999,73638.6588571428,55779.78799999996
2021-04-24T08:28:00.0,70.5,70.6,51.0,88.6,55.3,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,72.0,72.3075485229492,833.845275878906,820.0,1000.0,400.0,98.8421020507812,98.7914199829102,0.0180000010877848,72.3075485229492,0.0,true,true,813.1999999999998,70.65142857142854,88.65999999999995,50.999999999999986,72652.0,57891.99999999999,72098.31199999995,57453.74171428567,70.5,70.55,51.0,89.19999999999999,55.3,72.0,71.05756759643555,826.3453979492185,818.5,98.8421020507812,98.7914199829102,0.0180000010877848,71.05756759643555,0.0,810.3999999999999,70.54999999999995,89.22571428571423,50.999999999999986,73009.29999999999,57745.25,72306.9348571428,57174.00399999994
2021-04-24T08:30:00.0,71.0,71.1,51.0,88.1,55.3,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,72.1052627563477,47.2158660888672,683.295166015625,814.0,1000.0,400.0,98.8421020507812,99.1801376342773,0.0144000016152859,47.2158660888672,0.0,true,true,801.1999999999998,71.05714285714282,87.55142857142852,50.999999999999986,71713.4,57875.399999999994,70146.2045714285,56930.982857142815,70.75,71.0,51.0,88.15,55.3,72.05263137817386,61.01170349121095,766.0702209472655,815.5,98.8421020507812,98.98577880859375,0.016200001351535348,61.01170349121095,0.0,806.8999999999999,70.96999999999997,87.9571428571428,50.999999999999986,71886.4,57900.35,70974.9311428571,57265.19628571425
2021-04-24T08:32:00.0,71.0,71.3,51.0,85.6,55.3,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,47.1578941345215,47.2158660888672,683.295166015625,760.0,1000.0,400.0,95.0526351928711,95.0094528198242,0.0158399995416403,47.2158660888672,0.0,true,true,760.3999999999999,71.26571428571424,85.70285714285708,51.39999999999999,65055.99999999999,54188.0,65168.45257142851,54190.4491428571,71.0,71.19999999999999,51.0,85.75,55.349999999999994,47.1578941345215,47.2158660888672,683.295166015625,777.5,96.0,95.9135856628418,0.015480000525713,47.2158660888672,0.0,771.6999999999998,71.21285714285709,86.00285714285708,51.29999999999999,66673.25,55356.25,66371.7948571428,54954.36457142852
2021-04-24T08:34:00.0,71.5,71.5,52.0,86.7,55.2,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,45.3684196472168,40.9075393676758,645.445190429688,704.0,1000.0,400.0,93.1578979492188,92.9063491821289,0.0172799993306398,40.9075393676758,0.0,true,true,709.1999999999998,71.50857142857139,87.14571428571423,51.79999999999999,61036.8,50336.0,61803.74057142852,50713.878857142816,71.25,71.45,52.0,86.6,55.3,45.3684196472168,44.05337142944335,664.320190429688,716.5,93.47368621826175,93.34141159057614,0.01691999938338995,44.05337142944335,0.0,721.1999999999998,71.45857142857139,86.62571428571424,51.69999999999999,62047.65,51193.3,62468.22514285709,51535.321714285674
2021-04-24T08:36:00.0,71.5,71.6,52.0,90.6,55.1,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,40.315788269043,39.9075546264649,639.4453125,675.0,1000.0,400.0,92.5263137817383,92.2691192626953,0.0180000010877848,39.9075546264649,0.0,true,true,678.9999999999999,71.60857142857138,90.65142857142851,51.99999999999999,61154.99999999999,48329.99999999999,61552.31999999995,48622.21999999996,71.5,71.6,52.0,89.75,55.150000000000006,42.8421039581299,40.1575508117676,640.945281982422,676.5,92.5263137817383,92.2691192626953,0.0180000001564622,40.1575508117676,0.0,685.3,71.59571428571425,89.68571428571423,51.99999999999999,60714.6,48437.399999999994,61455.53599999996,49064.46199999996
2021-04-24T08:38:00.0,71.5,71.6,52.0,90.3,54.8,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,40.315788269043,38.9075698852539,633.445373535156,666.0,1000.0,400.0,92.5263137817383,92.2691192626953,0.0180000010877848,38.9075698852539,0.0,true,true,667.5999999999999,71.59142857142852,90.29142857142853,51.99999999999999,60139.799999999996,47685.6,60278.55771428568,47794.437714285676,71.5,71.6,52.0,90.85,54.9,40.315788269043,39.157566070556655,634.945373535156,669.0,92.5263137817383,92.2691192626953,0.0180000010877848,39.157566070556655,0.0,669.7999999999998,71.59571428571424,90.75571428571423,51.99999999999999,60780.3,47900.399999999994,60789.19885714281,47954.81885714282
2021-04-24T08:40:00.0,71.5,71.7,52.0,86.9,54.8,74.5,85.0,65.0,74.0,71.0,3.0,0.0,76.5,73.5,85.0,55.0,40.315788269043,37.907585144043,627.445495605469,656.0,1000.0,400.0,91.8947372436523,91.9323654174805,0.0144000016152859,67.907585144043,0.0,true,true,678.1999999999998,71.64857142857139,87.79142857142853,51.99999999999999,57006.4,47035.200000000004,59540.14685714281,48592.0611428571,71.5,71.65,52.0,87.65,54.849999999999994,40.315788269043,38.1575813293457,628.9454650878905,662.5,92.2105255126953,92.05359649658205,0.016200001351535348,53.1575813293457,0.0,673.1999999999998,71.64142857142853,87.97571428571423,51.99999999999999,58073.0,47467.8,59224.32942857138,48229.04542857139
2021-04-24T08:42:00.0,71.5,71.6,52.0,90.7,54.7,74.5,85.0,65.0,76.5,73.5,3.0,0.0,76.5,73.5,85.0,55.0,69.3684234619141,71.9075775146484,831.445495605469,722.0,1000.0,400.0,96.9473648071289,97.1285247802734,0.0158399995416403,71.9075775146484,0.0,true,true,749.5999999999999,71.61714285714282,90.52857142857138,51.99999999999999,65485.4,51695.2,67860.2171428571,53684.21028571425,71.5,71.6,52.0,90.25,54.6,69.3684234619141,70.9075775146484,825.445465087891,700.0,95.68420791625975,95.9266471862793,0.015480000525713,70.9075775146484,0.0,723.9999999999999,71.62142857142854,89.91999999999996,51.99999999999999,63184.9,50120.0,65117.659428571395,51853.80457142854
2021-04-24T08:44:00.0,71.5,71.7,52.0,85.7,55.4,74.5,85.0,65.0,76.5,73.5,3.0,0.0,76.5,73.5,85.0,55.0,75.2631607055664,75.9075698852539,855.445434570313,925.0,1000.0,400.0,100.0,99.9267196655273,0.0136799989268184,75.9075698852539,0.0,true,true,914.9999999999998,71.7428571428571,84.31142857142852,51.99999999999999,79272.5,66322.5,77144.95714285708,65644.71428571423,71.5,71.7,52.0,87.30000000000001,55.05,72.31579208374026,74.90757369995114,849.445465087891,846.0,99.4210510253906,99.46886444091794,0.01511999918147925,74.90757369995114,0.0,876.4999999999998,71.69999999999996,86.76857142857139,51.99999999999999,73729.4,60658.2,75958.0528571428,62846.699999999946
2021-04-24T08:46:00.0,72.0,72.1,52.0,81.3,55.9,74.5,85.0,65.0,76.5,73.5,3.0,0.0,76.5,73.5,85.0,55.0,75.2631607055664,73.6325607299805,841.795349121094,1063.0,1000.0,400.0,91.1578979492188,90.6940612792969,0.0185440834611654,73.6575546264648,0.0,true,true,998.3999999999999,72.09142857142854,81.11142857142852,51.99999999999999,86421.9,76642.29999999999,80981.65028571422,71976.08228571425,71.75,72.0,52.0,79.94999999999999,55.849999999999994,75.2631607055664,75.7700653076172,854.6203918457035,1080.5,94.0,93.5283088684082,0.018436788581311703,75.78256225585935,0.0,982.2999999999998,71.99142857142854,80.78142857142852,51.99999999999999,86362.34999999999,77794.25,79356.91028571423,70718.79028571423
2021-04-24T08:48:00.0,72.0,72.2,52.0,86.7,54.8,74.5,85.0,65.0,76.5,73.5,3.0,0.0,76.5,73.5,85.0,55.0,75.2631607055664,76.6325149536133,859.795104980469,928.0,1000.0,400.0,84.8421020507813,84.9359664916992,0.0165599957108498,76.6325149536133,0.0,true,true,946.5999999999998,72.25142857142853,86.96571428571426,52.39999999999999,80457.6,67001.6,82321.7451428571,68393.20228571423,72.0,72.2,52.0,86.30000000000001,55.15,75.2631607055664,75.8825263977051,855.295166015625,953.0,86.10526275634771,85.92842864990234,0.01619999669492245,75.89502334594724,0.0,968.9999999999998,72.2128571428571,86.05999999999996,52.29999999999999,82233.90000000001,68806.6,83371.85199999994,69973.39457142851
2021-04-24T08:50:00.0,72.5,72.5,53.0,85.8,54.1,77.0,85.0,65.0,79.0,76.0,3.0,0.0,79.0,76.0,85.0,55.0,76.0,100.0,1000.0,874.0,1000.0,400.0,84.8421020507813,84.358268737793,0.0143999950960279,100.0,0.0,true,true,897.3999999999999,72.49142857142854,86.03999999999995,52.79999999999999,74989.2,63365.0,77212.29599999994,65053.80799999996,72.25,72.45,53.0,86.25,54.2,75.6315803527832,89.06624603271484,934.397491455078,882.0,84.8421020507813,84.33901977539065,0.0158399953506887,89.06624603271484,0.0,903.3999999999999,72.4328571428571,86.31428571428566,52.69999999999999,76076.1,63900.5,77977.97142857139,65435.49171428567
2021-04-24T08:52:00.0,72.5,72.5,53.0,83.3,54.0,77.0,85.0,65.0,79.0,76.0,3.0,0.0,79.0,76.0,85.0,55.0,100.0,100.0,1000.0,918.0,1000.0,400.0,88.6315765380859,88.672721862793,0.0158399939537048,100.0,0.0,true,true,919.9999999999998,72.55142857142853,83.4028571428571,52.99999999999999,76469.4,66555.0,76730.62857142852,66747.31428571424,72.5,72.5,53.0,84.25,54.05,100.0,100.0,1000.0,897.5,87.68420791625974,87.70367431640625,0.0154799944721162,100.0,0.0,911.4999999999998,72.52142857142853,84.16428571428567,52.99999999999999,75594.9,65068.75,76709.27428571423,66103.5371428571
2021-04-24T08:54:00.0,72.5,72.7,53.0,80.8,54.2,77.0,85.0,65.0,79.0,76.0,3.0,0.0,79.0,76.0,85.0,55.0,100.0,100.0,1000.0,975.0,1000.0,400.0,89.8947372436523,89.9561080932617,0.0172799918800592,100.0,0.0,true,true,958.5999999999998,72.7428571428571,80.81714285714281,52.99999999999999,78780.0,70882.5,77471.31314285708,69731.3028571428,72.5,72.7,53.0,81.25,54.150000000000006,100.0,100.0,1000.0,965.5,89.8947372436523,89.88916397094725,0.0169199928641319,100.0,0.0,949.3999999999999,72.69142857142853,81.28428571428566,52.99999999999999,78442.6,70191.85,77167.00314285708,69013.71542857138
2021-04-24T08:56:00.0,72.5,72.8,53.0,80.1,54.7,77.0,85.0,65.0,79.0,76.0,3.0,0.0,79.0,76.0,85.0,55.0,100.0,100.0,1000.0,969.0,1000.0,400.0,89.8947372436523,89.9561080932617,0.0180000010877848,100.0,0.0,true,true,970.1999999999998,72.83428571428567,80.23714285714281,52.99999999999999,77616.9,70543.2,77846.07599999994,70663.82399999995,72.5,72.8,53.0,80.25,54.45,100.0,100.0,1000.0,972.0,89.8947372436523,89.9561080932617,0.0179999964311719,100.0,0.0,969.1999999999998,72.79999999999995,80.23285714285709,52.99999999999999,78003.45,70761.6,77761.68942857136,70557.79428571423
2021-04-24T08:58:00.0,72.5,72.9,53.0,84.6,55.0,77.0,85.0,65.0,79.0,76.0,3.0,0.0,79.0,76.0,85.0,55.0,100.0,100.0,1000.0,966.0,1000.0,400.0,89.8947372436523,89.9561080932617,0.0180000010877848,100.0,0.0,true,true,970.1999999999998,72.89999999999996,84.4028571428571,52.99999999999999,81723.59999999999,70421.40000000001,81887.65199999994,70727.57999999996,72.5,72.9,53.0,83.05,54.8,100.0,100.0,1000.0,966.0,89.8947372436523,89.9561080932617,0.0180000010877848,100.0,0.0,969.8999999999999,72.8871428571428,83.10142857142853,52.99999999999999,80226.29999999999,70421.40000000001,80600.46599999994,70693.24371428567
2021-04-24T09:00:00.0,73.0,73.0,53.0,84.2,55.2,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,99.3684234619141,91.5903396606445,949.542053222656,978.0,1000.0,400.0,89.8947372436523,89.9561080932617,0.0180000010877848,91.5903396606445,0.0,true,true,978.3999999999997,72.96571428571424,84.43142857142851,52.99999999999999,82347.6,71394.0,82607.70971428564,71389.6548571428,72.75,72.95,53.0,85.05000000000001,55.3,99.68421173095706,95.79516983032225,974.771026611328,975.0,89.8947372436523,89.9561080932617,0.0180000010877848,95.79516983032225,0.0,976.1999999999998,72.94571428571425,84.98142857142852,52.99999999999999,82921.20000000001,71126.4,82957.6605714285,71209.65028571422
2021-04-24T09:02:00.0,73.0,73.1,53.0,81.5,55.2,74.0,85.0,65.0,76.0,73.0,3.0,0.0,76.0,73.0,85.0,55.0,96.0,91.690315246582,950.141906738281,988.0,1000.0,400.0,89.2631607055664,89.3162612915039,0.0180000010877848,91.690315246582,0.0,true,true,981.9999999999999,73.06571428571424,81.59428571428566,52.99999999999999,80522.0,72222.79999999999,80125.58857142851,71750.53142857137,73.0,73.05,53.0,82.05,55.2,96.0,91.690315246582,950.141906738281,988.0,89.57894897460935,89.63618469238281,0.0180000010877848,91.690315246582,0.0,981.3999999999999,73.04999999999995,82.0971428571428,52.99999999999999,81065.4,72173.4,80569.83428571423,71691.27942857138
