time,thermostat_room_temp,room_temp,thermostat_outside_temp,supply_discharge_temp,ahu_supply_temp,setpoint,setpoint_max,setpoint_min,clg_sp_current,htg_sp_current,clg_sp_offset,htg_sp_offset,occupied_clg_sp,occupied_htg_sp,unoccupied_clg_sp,unoccupied_htg_sp,htg_valve_position,htg_valve_command,airflow_desired,airflow_current,airflow_max,airflow_min,damper_position,damper_command,damper_integral_factor,htg_signal,clg_signal,htg_clg_mode,occupied_status,airflow_current_smooth,room_temp_smooth,supply_discharge_temp_smooth,thermostat_outside_temp_smooth,sensible_heat_in,sensible_heat_room,sensible_heat_in_smooth,sensible_heat_room_smooth,thermostat_room_temp_ave,room_temp_ave,thermostat_outside_temp_ave,supply_discharge_temp_ave,ahu_supply_temp_ave,htg_valve_position_ave,htg_valve_command_ave,airflow_desired_ave,airflow_current_ave,damper_position_ave,damper_command_ave,damper_integral_factor_ave,htg_signal_ave,clg_signal_ave,airflow_current_smooth_ave,room_temp_smooth_ave,supply_discharge_temp_smooth_ave,thermostat_outside_temp_smooth_ave,sensible_heat_in_ave,sensible_heat_room_ave,sensible_heat_in_smooth_ave,sensible_heat_room_smooth_ave
2021-04-24T07:46:00.0,70.0,70.3,47.0,59.0,56.1,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,2.94736838340759,4.87175750732422,429.230529785156,429.0,1000.0,400.0,83.0526351928711,82.9413604736328,0.0180000010877848,4.83842468261719,0.0,true,true,437.7999999999997,70.36285714285712,58.88285714285711,46.999999999999986,25311.0,30158.699999999997,25778.914857142827,30804.85885714283,70.25,70.4,47.0,59.0,56.2,3.5263158082962,3.0009078979492196,418.005432128906,440.0,83.36842346191405,83.05772018432614,0.0180000010877848,2.984241485595705,0.0,439.39999999999975,70.41857142857141,58.95857142857139,46.899999999999984,25960.0,30977.1,25906.517428571395,30942.0094285714
2021-04-24T07:48:00.0,70.0,70.2,47.0,58.7,55.9,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.631578922271729,0.855155944824219,405.130920410156,429.0,1000.0,400.0,83.0526351928711,82.9413604736328,0.0180000010877848,0.821823120117188,0.0,true,true,430.7999999999999,70.19999999999996,58.614285714285685,47.39999999999999,25182.300000000003,30115.800000000003,25251.034285714268,30242.159999999974,70.0,70.25,47.0,58.650000000000006,56.0,0.631578922271729,1.8551406860351545,411.130828857422,429.0,83.0526351928711,82.9413604736328,0.0180000010877848,1.821807861328124,0.0,432.69999999999993,70.2328571428571,58.67999999999997,47.29999999999999,25160.850000000002,30137.25,25390.96085714284,30389.819714285688
2021-04-24T07:50:00.0,70.0,70.1,48.0,58.2,54.9,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,432.0,1000.0,400.0,83.0526351928711,82.9413604736328,0.0180000010877848,0.0,0.0,false,true,433.79999999999995,70.06571428571424,58.199999999999974,47.79999999999999,25142.4,30283.199999999997,25247.159999999985,30394.50685714283,70.0,70.1,48.0,58.35,55.15,0.0,0.0,400.0,433.5,83.0526351928711,82.9413604736328,0.0180000010877848,0.0,0.0,432.5999999999999,70.09571428571424,58.35428571428569,47.69999999999999,25294.95,30388.35,25243.878857142838,30323.369999999974
2021-04-24T07:52:00.0,70.0,70.0,48.0,57.7,54.4,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,441.0,1000.0,400.0,83.0526351928711,82.800422668457,0.0180000010877848,0.0,0.0,false,true,428.19999999999993,69.99999999999996,57.691428571428546,47.99999999999999,25445.7,30870.0,24703.4697142857,29973.999999999978,70.0,70.0,48.0,57.8,54.5,0.0,0.0,400.0,436.5,83.0526351928711,82.8708915710449,0.0180000010877848,0.0,0.0,430.3999999999999,70.0128571428571,57.80428571428568,47.99999999999999,25229.25,30555.0,24879.21285714284,30133.561999999976
2021-04-24T07:54:00.0,69.5,69.9,48.0,57.3,54.4,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,413.0,1000.0,400.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,false,true,421.19999999999993,69.93428571428568,57.342857142857106,47.99999999999999,23664.899999999998,28868.7,24152.81142857141,29456.321142857123,69.75,69.95,48.0,57.4,54.4,0.0,0.0,400.0,418.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,422.79999999999995,69.95428571428567,57.412857142857106,47.99999999999999,23993.699999999997,29239.35,24274.267999999982,29576.703999999976
2021-04-24T07:56:00.0,69.5,69.8,48.0,57.2,54.7,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,416.0,1000.0,400.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,false,true,414.7999999999999,69.8085714285714,57.217142857142825,48.19999999999999,23795.2,29036.8,23733.67085714284,28956.595428571407,69.5,69.85,48.0,57.25,54.55,0.0,0.0,400.0,414.5,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,415.4999999999999,69.84142857142854,57.23714285714283,48.099999999999994,23730.05,28952.75,23782.04685714284,29019.13657142855
2021-04-24T07:58:00.0,69.5,69.6,49.0,57.3,55.0,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,416.0,1000.0,400.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,false,true,414.19999999999993,69.62571428571425,57.29142857142853,48.599999999999994,23836.8,28953.6,23730.109714285696,28838.97085714284,69.5,69.65,48.5,57.25,54.95,0.0,0.0,400.0,416.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,414.49999999999994,69.65857142857139,57.24999999999997,48.49999999999999,23816.0,28974.4,23730.112571428555,28873.487714285693
2021-04-24T08:00:00.0,69.5,69.6,49.0,57.4,55.3,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,413.0,1000.0,400.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,false,true,413.5999999999999,69.57428571428566,57.40857142857139,48.79999999999999,23706.2,28744.8,23744.18514285712,28775.924571428546,69.5,69.6,49.0,57.4,55.3,0.0,0.0,400.0,413.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,413.5999999999999,69.57428571428566,57.40857142857139,48.79999999999999,23706.2,28744.8,23744.18514285712,28775.924571428546
2021-04-24T08:08:00.0,69.0,69.4,49.0,57.5,55.5,69.0,85.0,65.0,71.0,68.0,3.0,0.0,71.0,68.0,85.0,55.0,0.0,0.0,400.0,413.0,1000.0,400.0,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,false,true,413.5999999999999,69.41714285714282,57.50857142857139,49.39999999999999,23747.5,28662.2,23785.54514285712,28710.930285714265,69.0,69.45,49.0,57.5,55.4,0.0,0.0,400.0,411.5,82.4210510253906,82.5185546875,0.0180000010877848,0.0,0.0,413.5999999999999,69.45857142857139,57.49571428571426,49.29999999999999,23661.25,28578.6,23780.22742857141,28728.065142857122
2021-04-24T08:10:00.0,69.0,69.4,50.0,57.5,55.1,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,0.210526317358017,24.033332824707,544.199951171875,416.0,1000.0,400.0,82.4210510253906,82.557731628418,0.0144000016152859,24.0666656494141,0.0,true,true,436.19999999999993,69.37428571428568,57.11428571428568,49.8,23920.0,28870.4,24913.25142857141,30261.063428571408,69.0,69.4,50.0,57.5,55.2,0.1052631586790085,12.0166664123535,472.0999755859375,416.0,82.4210510253906,82.538143157959,0.016200001351535348,12.03333282470705,0.0,427.3999999999999,69.38714285714283,57.25999999999996,49.699999999999996,23920.0,28870.4,24471.641714285695,29655.951714285697
